clean_text_string,modularity_class
kwalificaties hoor nou nooit wanneer witte extreemrechtse antivaxxer wappies betreft volendam zwartep,1
weekend sinterklaas volendam gaan volendammers uitmaken racisten slim idee gesubsidieerde clowns kozp idd mogen blij eieren oliebollen visafval bleef,0
laat racistisch w l kinderachtig goed eieren gooien mi opzetje beoogd demo dik geslaagd free publicity subsidie kassa rinkelt weer kozp d r wel schik,0
hoezo racist eieren gooit kozp lui uitlatingen gedaan dien aard,0
volendamse vrouw kind belaagd kozp activiste megafoon minder 1 meter afstand hoofd poging toebrengen zwaar blijvend lichamelijk letsel,2
volendamse vrouw kind belaagd kozp activiste megafoon minder 1 meter afstand hoofd poging toebrengen zwaar blijvend lichamelijk letsel,2
goed wanneer goed genoeg kozp ontevreden grijze piet kozp gaat verder vormen vermeend racisme cultuur kun bovendien bovenaf opleggen volk volkssoevereiniteit,2
kozp verdraagzaam accepteert gaan immers volendam lokken vergelijkbaar onverdraagzaamheid volendammers gingen amsterdam vorm sinterklaas amsterdammers leggen laat twee plaatsen manier vieren,2
jij bent bang kozp carnaval gaat bezighouden verkledingen ogen culturele toeeigening,2
jouw racistische stereotypering zoals weet nederland verboden kozp overheidsorganisatie eventueel verbod mag handhaven ergo zorg wet zwarte piet,2
volendam escalatie afriye kozp cs stappen bus gaan markt lopen schreeuwend marktbezoekers orde roepen toetert megafoon vol gezicht geweldpleging verstoring openbare orde sint piet bekennen,2
einde filmpje 0 43 tegendemonstrant moeder kinderwagen markt loopt kozp geconfronteerd,2
mensen deugers janken kozp volendam gebeurt zelfde groep mensen staan juichen coronademonstranten waterkanonnen bewerkt sinterklaas kozp demonstratie,2
links juicht coronademonstranten nat gespoten jankt kozp weggejaagd links noemt nazi vergelijkingen maakt wereld klein pff wel ff doorgaan,2
geef graag stukje omzet durf wedden hardwerkende man thuis paar jonge kinderen zitten helemaal gaan sinterklaasfeest komen terroristen kozp verstieren held vader teamvolendam,2
dankzij irritante zeikerige muziekbandjes nooit fan volendam eet nooit vis sinds gisteren voel enorme waardering volendammers respect nederlands dorp tradities ere houdt kozp traditie stemzewegnu zelfdenken,2
blanken elk jaar t kielzog kozp meereizen echt racistisch denken echt wij hulp zitten wachten hulp vinden zielig we krijgen n aai onze bol,2
wel fel waar kinderen gedemonstreerd kinderen flauw idee ten alle tijden fout echt verboden kozp anders pakken,4
kozp regels houden daarbij zeg volendammers fout geef slap excuus mag nooit eigen rechter spelen geweld lost nooit interpreteren lezen mensen moeilijk vak,4
kozp eieren oliebollen,2
beelden gezien kozp bus komt megafoons markt oplopen weg zwarte piet schreeuwen vindt uitlokking alle kozpers boete verplichte behandeling psychiater zwarte piet discriminatie zit tussen oren,2
toestemming demonstratie provocatie kozp hoopte gewoon reactie lokken publiciteit,0
holbewonergedrag enigszins begrijpelijke reactie onnodig intimiderend provocerend gedrag bedrijf kozp plaats tijd waar protesteren zwarte piet rechtvaardigde,0
oliebollen allemaal netjes gekocht kraam waar bus stopte ieder geval n blij actie kozp volendam,0
helemaal vreedzaams kozp indirecte bron inkomsten airfryer provocatie verdienmodel gemaakt,0
zeker adviseren zeker polarisatie tijd publiciteit negatief doet kozp jaren gelukt iedereen weer bozer boos,1
politie gedaan kozp grote vraag demonstratie aangekondigd aangevraagd kozp bewust gezocht escalatie gekregen zeuren eitje publiciteit,1
oorzaak gevolg kozp dorp demonstreren niks gebeurt hadden we gehad expert publiciteit gedaan zeuren eieren kwamen goed,1
nee kozp goed beseffen onze reagering alleen helpen verdeel heers,1
confrontatie tijd polarisatie even olie vuur gooien nodig zwarte piet langzaam verdwijnt weloverwogen keuze kozp slachtoffer kozen conflict anders wel amsterdam gegaan,1
links overtuigd links marieke kozp problemen gaat zoeken we nodig uitlachen nooit vandaag dacht wel geluk pek veren buurt problemen zoeken publiciteit doel,1
great job polarising a community on the verge explosion this not the way and kozp knew exactly where they where going without a demonstration permit it about publicity i am not supporting any side just saying try communication for once this ain t helping,1
zegt kozp bewust gekozen volendam n helemaal rouwig volendammers publicitaire val getrapt vinden weten feilloos ophef cre eren levert krantenkoppen,1
nederland kozp,2
lijkt echt gaaf wou mee kozp helemaal gebeurt,2
m n moeder kozp demo vandaag psy noemt,2
dankjulliewel echt heftig besmeurd gehavend wij bussen gelukkig weer gehaald pfff wa,1
doe we trouw hoor elke anti racistische actie delen we tientallen blocks,1
lukte jerry afriyie 1 ei vangen blackarchives weer krachtige acties waarmee beweging zwarte piet 10 jaar geschiedenis schrijven,1
actieborden dichterbij kozp 10jaarzwartepietisracisme volg,1
vandaag demonstreerde eindhoven zwarte piet dapper dezelfde traumatische plek waar 3 jaar geleden belaagd hordes racisten beelden livestream facebook nomoreblackface kozp,1
kozp actie berchem belgi nieuwselders,1
twee kleinere anti blackface acties weekeinde misschien hebt gemist beeldverslag kolon,1
slot enkele fragmenten speeches jerry afriyie tijdens anti zwarte piet protest volendam afgelopen zaterdag nomoreblackface kozp volg,1
derde laatste deel persoonlijke ervaringen doorbraak filmer tijdens anti blackface protest volendam zaterdag 4 december 2021 gooien pietofielen zie filmpjes eerder draadje nomoreblackface kozp,1
deel 2 2 pietofielen zoal anti racisten smeten zaterdag 4 december volendam 10jaarzwartepietisracisme volg,1
indruk volendamse racisten gisteren allemaal gooiden anti zwarte piet demonstranten deel 1 2 kijk hd beelden youtube 10jaarzwartepietisracisme volg,1
groenteboer anonieme marktkoopman aangehaald betrouwbare bron vertelde kozp begonnen eieren gooien prutsjournalistiek,2
weet toevallig waar angela jong vanavond lans breken vrijheid meningsuiting kozp volendam zwartepietisracisme,2
volendam maakt duidelijk 95 nederlanders denkt zwartepiet 5 gesubsidieerde beroepswerklozen,3
volendam verjaagt anti blanke terroristen kozp via,3
recht demonstratie absoluut grondrecht mag verboden voorkomen kozp natuurl,3
volgend jaar urker oliebollen gevecht kozp logo erbij urk22 4 december 2022,3
telkens vooravond sinterklaas goeie start kozp uitgenodigd volgend jaar urk22 logo erbij hup marketing experts jullie,3
rascistisch geweld zijde kozp zeker helaas verkeerde dorp uitgekozen,2
schijt opkomen tradities kozp mafklappers vuur zwaard bestrijden weg mee sta racisme terroristen,2
mensen eieren gooien blijf gewoon rustig mensen eieren gooien blijf gewoon rustig mensen eieren gooien blijf gewoon rustig mensen eieren gooien blijf gewoon rustig mensen eieren respect kozp,4
ok v r vuurwerkverbod coronamaatregelen daarvan v r zwartepiet racisme hiervan v r jengel baudet rechtsgang aangiftewillemengel waarom nou doe onderzoek h,4
durf bijna zeggen anti mondkapjes pro zwartepiet wel enorme overlap hoewel zeker absoluut,4
bent ziende blind gaat methode demonstreren kozp agressief uzelf werken represailles verdedigen,4
kunt beter nadenken woorden zorgvuldiger kiezen zodat duidelijk bedoelt weten selectief mag ophef maken betreft agressie uitlokkers kozp verder mag iedereen,4
kozp volendamse volendam eieren demonstratie rechtspraak politie politiek,4
reden jullie boos kozp temaken bubbel waar jullie leven,2
geweldig leuk gedaan zwartepiet eindelijk weer compliment geertwilders pvv goed bezig nederland,3
zouden overal moeten kick out kozp gewonden maken wel duidelijk oprotten kozp wij nederlanders mag laten zien volemdam voorbeeld rest nederland,3
huldevolendam kozp kind kregen soort droeftoeter genoeg aandacht vrouw nooit gewenste blank,1
nee kozp welkom volendam oliebollen eieren vlogen oren hahaha dag sinterklaasje ter,1
momenteel willekeurige winkelstraat loopt mag concluderen kozp fijne traditie gezellige s,1
urk echt feest zwartepiet politie droop snel af i love you urk zwartepietisrac,1
kozp groep werkeloze nietsnutten zonde oliebollen eieren volen,1
welke vd 2 t ei links rechts,1
hahahah 1 ei gevangen jullie gewoon dorp uitgepleurd denkt helem,1
vieze vuile flikkers ophouden zogenaamde acties oprotten holland wij trad,1
hoeveel eieren oliebollen loser vandaag gevangen 1,1
laffe hond stond rat achteraan werkeloze rat mooie,1
mede hardwerkende mensen volendam jullie uitkeringen sub,1
ving ei ei bleef heel vind knap,1
kozp vreedzaam nee kom mee weg sorry extremistische groepering staat discrimin,1
ondertussen suriname prachtige dag sinterklaas vieren papa s mama s erbij zwart ges,1
trutmuts onacceptabele geweld wel mensen hoorden,1
ligt vervolging wachten eindhoven geweldsmisdrijven pegida demonstratie,1
heerlijk beeld echte nederlanders zien volendam tegenover gesubsidieerde beroeps jank,1
kozp volendam gekomen helemaal geweld daarnaast,1
alsof kozp betogers alleen donkere mensen bestond volendam alleen blanken wonen,1
boeren onaangekondigd protesteren gelijk erbij gehaald horen we jou stel,1
waarom kozp steeds kinderfeestje verzieken ga nuttigs denk out the,1
lijkt volledig schuld kozp snap sowieso racistisch geweld leek boze inwoners,1
zomaar voorstellen gewenste bescherming zelfs volendam burgemeester z,1
kamer echte vragen gaan stellen plaats bezig houden subsidie slurpende,1
laten we beginnen feit demonstratie aangemeld echt dom groepje poppenkastspel,1
hadden kozp terroristen ijsselmeer moeten gooien,1
onacceptabel cultureel erfgoed willen verbannen zelfs lijstje staat beschermd kinde,1
vraag gelijk minister mensen beschermen racistische demonstranten markt komen,1
nou zit praat gedrag goed oliebollengooiers d,1
kamer hoort beraadslaging touringcar bedrijven toegestaan bussen verhuren,1
sylvana kritiek schandelijke gedrag eiergooiers trekt wel heel makkelijk,1
volgens starte kozp juist volendam verbaal geweld formele stap geweldspiraal verwacht j,1
vanmiddag vrienden kozp echt uitgelokt geweld goed praten,1
inderdaad vergeet erbij vertellen kozp inderdaad bereikt dreigem,1
laten we onthouden gekkies kozp weer willen gaan demonstreren onze dierbare kinde,1
zwarte piet bedenken schenken meteen kreeg idee,1
hiermee rascisten volgens kozp,2
plaats kozp,2
betreft plaats kozp,2
kozp bij1 empirisch bewijs criminal race theory volendam,1
pakjesavond woord hoop zwartepiet worstelen gladde dak multiculturele hel gerookte piet nooit verbleken sinterklaas,1
voelt zwartepiet transport deugkampen gezet zwarten misbaren inclusierijk sinterklaas,1
institutionele domheid vermengt superioriteitsgevoel pietenwappie alle leed wereld schuld kees schmink cadeaus uitdeelt vast onderzoek gedaan kozp volendam zwartepiet,1
we nodig nieuwe voc mentaliteit halen brengen kozp volendam zwartepiet,1
recht haat recht treiteren recht sinterklaasintocht wonen tribunaal komen allemaal kozp volendam zwartepiet sinterklaas,1
kozp weer bezwaar gouden kettingen subsidieslavernij zegaannnaghanatoe,1
samen krijgen we kozp virus eronder amsterdamse haatvariant geisoleerd vaccin firma gezond verstand blijkt zeer effectief volendam zwartepiet kozp,1
korte boodschap multiculturele monster hen misschien twijfelen toekomst zwart zwartepiet sinterklaas,1
weer terugvolgvrijdag vor witte kerst zwartepiet,1
natuurlijk zwartepiet zegt vertrekken wij eerst,1
den hoek straat komt roetveger t sint t piet zelfs blanke neger zweet hand loopt strooien verkoopt vaderland tooien zwartepiet,1
ha ha sukkels extinctionrebellion weten sint zeil stoomboot komt lekker warm gestookt fijne zwarte kolen weinig o2 hersens extinct rebel hoor zwartepiet,1
lang bekend zie uitstekende documentaires aj scheer werk sint pietengilde site iedereen weet zwartepiet hetze waanzin slechts complotdenken omschreven,1
ellende pas stopen laatste ongewenste vreemdeling hoek holland grens gezet kunt samenleven mensen willen laten leven sinterklaas zwartepiet,1
zeer goed initiatieven richting zwartepiet allang terug nooit weggeweest,1
och groenlinks boos blijkbaar boosterprik gehad mevrouw voort man hersenloze redeloze zinloze haat nederland partij ooit genoeg gaat sint zakken vullen zwartepiet,1
vieren sint nicolaas zwartepiet pasen eieren kerstmis boom normaal hysterisch verandering krijsen ingebeelde kwetsuur ivm ontvangen cadeau handen geschminkte oom kees identiteitspolitiek,1
hoor inclusioniste mensen zaken laat zien zoals foute zwartepiet ga 5 december gesprek plek boot sint nicolaas nooit kind overgeslagen,1
krijgt wel 1 miljard euro per jaar weigert ondanks wens belastingbetalers zwartepiet eerbiedigen doutzen,1
nieuwe duitse regering europa eenheidsstaat maken welk jaar bericht vergelijken verboden behalve vindt zwartepiet lijkt mag weer wel,1
uva onderzoek levert behandeling zwartepiet psychose beste geneesmiddel blijkt iq boven 80,1
trammmelant variant nederland aangetroffen codezwart zwartepiet,1
demonstreren organiseren zullen zwartepiet nooit wegkrijgen,1
we gaan land mensen allemaal plezier vanavond bedenk mensen onze historie land toekomst zwartepiet sinterklaas pakjesavond kozp volendam,1
volendam begint victorie dokkum eindelijk weer verzet bevrijd kwetsgezwets dictatuur diversiteitsdwangbuis deugdomoren kozp sprinkhafriyikanen hilversumse haatmachine verjaardag schrijf gedicht voorvolendam,1
oliebollentest ad binnen volgens wint volendam stip kozp,1
alleen racisme land we racisme gaan noemen komkommer ene bruine drol betekent zeg dag racist genoemd dag geleefd volendam kozp,1
afrikanen massaal slaaf gemaakte landgenoten graag verkochten blanken,1
forza volendam,1
kozp ontdaan belagen demonstranten volendam politie keek weg,2
ingrid gooit eerste eieren kozp demonstranten zwarte piet opgegroeid,2
burgemeester volendam kozp mocht demonstreren belagen,2
jerry afriyie blijft hoopvol kozp actie volendam vooruitgang geboekt,2
nee schandalig kozp kinderen volendam bang gemaakt geschreeuw goed gedaan volendammers jullie kozp verjaagd top,2
idd aandacht racistische tuig kozp geven laat subsidieslurpers echte baan gaan zoeken,2
volendam heel lief kozp mogen blij geknuppeld,2
mooi volendam netjes kozp wees blij eikel,2
welk gesubsidieerd boe roepend brein kozp dacht goed idee tijdens code rood boe gaan roepen volendam coronavirus ineens minder besmettelijk,4
kozp geroepen bedreigend situatie volendam oliebol hoofd natuurlijk zelfs oliebollen stiekem nodig hebt slachtofferrol vervullen,4
volendam dorp hart discussie gaan criminelen gewoon wegjagen oliebollen waar,4
gezeik tradities zwartepiet ga terug eigen land zwartepietisracisme gezeur heel dag doodmoe,4
,2
,2
groot wassink kozp ompoppende cultuurmarxist vindt gebeuren volendam bizar minstens bizar i,2
demonstratie kozp volendam werden actievoerders bekogeld fruit oliebollen voorstanders zwa,2
sympathie opbrengen militante gedoe kozp gaat gewoon uitlokken rellen genoeg veranderd figuur zwarte piet steeds verandering gaande moeite mee zolang sinterklaasfeest vreedzaam gevierd,2
airfryer weer trending philips kozp even philips gaat naam hete lucht friteuse veranderen vanwege negatieve associatie rebelse po et,2
leest weer lekker weg rake mening vriend wens iedereen fijn sinterklaasfeest toe natuurlijk zwartepiet mooie traditie we laten verzieken schorem kozp,2
